doi,author_list,abstract_change,change_outcomes,preprint_main_total,paper_main_total,panel_change,ave_figs_preprint,ave_figs_paper,ave_figs_change,source_data,peer_review,comments_count,twitter,blogs,news,citations,impact,X1,source,posted_date,covid_preprint,title,n_versions,n_words,n_refs,n_figs,n_tables,license,type,category,authors,n_authors,author_corresponding,author_corresponding_institution,institution_match_score,institution_match_type,institution_match_name,institution_match_country_name,institution_match_country_code,published_doi.x,published_title,published_date,published_journal,published_publisher,delay_in_days,published_article_is_oa,published_article_oa_status,published_journal_is_oa
10.1101/2020.04.02.20051128,0,0,0,1,1,0,NA,NA,0,-1,0,1,2,0,0,0,2.223,64462,medrxiv,06/04/2020,TRUE,Geographical Distance to the Epicenter of Covid-19 Predicts the Burnout of Working Population: Ripple effect or Typhoon Eye effect?,1,NA,NA,NA,NA,cc_by_nd,PUBLISHAHEADOFPRINT,public and global health,"Zhang, S. X.; Huang, H.; Feng, W.",3,Stephen X Zhang,University of Adelaide,1,PHRASE,University of Adelaide,Australia,AU,10.1016/j.psychres.2020.112998,Geographical distance to the epicenter of Covid-19 predicts the burnout of the working population: Ripple effect or typhoon eye effect?,14/04/2020,Psychiatry Research,Elsevier BV,8,TRUE,green,FALSE
10.1101/2020.04.03.20048389,0,1,0,6,6,0,6,6,0,-1,0,0,5,0,0,0,12.35,64536,medrxiv,07/04/2020,TRUE,Management of rheumatic diseases in the times of COVID-19 pandemic- perspectives of rheumatology practitioners from India,1,NA,NA,NA,NA,cc_by_nc_nd,PUBLISHAHEADOFPRINT,rheumatology,"Gupta, L.; Misra, D.; Agarwal, V.; Balan, S.; Agarwal, V.",5,Vikas Agarwal,"Professor  Department of Clinical Immunology and Rheumatology Sanjay Gandhi Postgraduate Institute of Medical Sciences Lucknow, India, 226014",NA,NA,NA,NA,NA,10.1136/annrheumdis-2020-217509,Management of rheumatic diseases in the time of covid-19 pandemic: perspectives of rheumatology practitioners from India,16/04/2020,Annals of the Rheumatic Diseases,BMJ,9,TRUE,bronze,FALSE
10.1101/2020.04.03.20050195,0,1,2,3,3,0,1,3,2,0,0,0,3,0,0,0,2.413,64497,medrxiv,06/04/2020,TRUE,Assessment of Specimen Pooling to Conserve SARS CoV-2 Testing Resources,2,NA,NA,NA,NA,cc_no,PUBLISHAHEADOFPRINT,infectious diseases,"Abdalhamid, B.; Bilder, C. R.; McCutchen, E. L.; Hinrichs, S. H.; Koepsell, S. A.; Iwen, P. C.",6,Baha Abdalhamid,University of Nebraska Medical Center,1,PHRASE,University of Nebraska Medical Center,United States,US,10.1093/ajcp/aqaa064,Assessment of Specimen Pooling to Conserve SARS CoV-2 Testing Resources,13/04/2020,American Journal of Clinical Pathology,Oxford University Press (OUP),7,TRUE,green,FALSE
10.1101/19008102,0,1,0,4,4,0,1,1.333333333,0.333333333,-1,0,0,12,0,0,0,9.491,29634,medrxiv,16/10/2019,FALSE,How do World and European Standard Populations impact Burden of Disease studies? A case study of Disability-Adjusted Life Years in Scotland,1,NA,NA,NA,NA,cc_by_nc_nd,PUBLISHAHEADOFPRINT,public and global health,"Wyper, G. M.; Grant, I.; Fletcher, E.; McCartney, G.; Fischbacher, C.; Stockton, D. L.",6,Grant MA Wyper,"Public Health Science Directorate, NHS Health Scotland, Glasgow, Scotland",NA,NA,NA,NA,NA,10.1186/s13690-019-0383-8,How do world and European standard populations impact burden of disease studies? A case study of disability-adjusted life years (DALYs) in Scotland,03/01/2020,Archives of Public Health,Springer Science and Business Media LLC,79,TRUE,gold,TRUE
10.1101/19007773,4,-1,0,8,8,0,2,4,2,-1,0,0,5,1,0,1,7.609,29599,medrxiv,08/10/2019,FALSE,Autoantibodies against the prion protein in individuals with PRNP mutations,1,NA,NA,NA,NA,cc_by_nc_nd,PUBLISHAHEADOFPRINT,neurology,"Frontzek, K.; Carta, M. C.; Losa, M.; Epskamp, M.; Meisl, G.; Anane, A.; Brandel, J.-P.; Camenisch, U.; Castilla, J.; Haik, S.; Knowles, T.; Lindner, E.; Lutterotti, A.; Minikel, E. V.; Roiter, I.; Safar, J. G.; Sanchez-Valle, R.; Zakova, D.; Hornemann, S.; Aguzzi, A.",20,Karl Frontzek,University of Zurich,1,PHRASE,University of Zurich,Switzerland,CH,10.1212/wnl.0000000000009183,Autoantibodies against the prion protein in individuals with PRNP mutations,26/02/2020,Neurology,Ovid Technologies (Wolters Kluwer Health),141,TRUE,bronze,FALSE
10.1101/19010728,1,0,0,6,6,0,1.25,1.5,0.25,-1,0,0,10,0,0,1,6.091,29745,medrxiv,02/11/2019,FALSE,"DNA methylation outlier burden, health and ageing in Generation Scotland and the Lothian Birth Cohorts of 1921 and 1936.",1,NA,NA,NA,NA,cc_by,PUBLISHAHEADOFPRINT,genetic and genomic medicine,"Seeboth, A.; McCartney, D. L.; Wang, Y.; Hillary, R. F.; Stevenson, A. J.; Walker, R. M.; Evans, K. L.; McIntosh, A. M.; Ha¨gg, S.; Deary, I. J.; Marioni, R. E.",11,Riccardo E. Marioni,The University of Edinburgh,1,PHRASE,University of Edinburgh,United Kingdom,GB,10.1186/s13148-020-00838-0,"DNA methylation outlier burden, health, and ageing in Generation Scotland and the Lothian Birth Cohorts of 1921 and 1936",26/03/2020,Clinical Epigenetics,Springer Science and Business Media LLC,145,TRUE,gold,TRUE
10.1101/19005710,0,0,1,8,10,2,2,2.5,0.5,1,0,0,15,0,0,0,3.355,29508,medrxiv,19/09/2019,FALSE,Symbolic transfer entropy reveals the age structure of pandemic influenza transmission from high-volume influenza-like illness data,1,NA,NA,NA,NA,cc_by_nc_nd,PUBLISHAHEADOFPRINT,epidemiology,"Kissler, S. M.; Viboud, C.; Grenfell, B.; Gog, J.",4,Stephen M Kissler,University of Cambridge,1,PHRASE,University of Cambridge,United Kingdom,GB,10.1098/rsif.2019.0628,Symbolic transfer entropy reveals the age structure of pandemic influenza transmission from high-volume influenza-like illness data,18/03/2020,Journal of The Royal Society Interface,The Royal Society,181,TRUE,bronze,FALSE
10.1101/19009589,3,0,3,6,5,-1,1,1,0,-1,0,0,2,0,0,1,2.766,29666,medrxiv,18/10/2019,FALSE,Dengue importation into Europe: a network connectivity-based approach,1,NA,NA,NA,NA,cc_by,PUBLISHAHEADOFPRINT,public and global health,"Salami, D.; Capinha, C.; Martins, M. d. R. O.; Sousa, C. A.",4,Donald Salami,"Institute of Hygiene and Tropical Medicine, Universidade Nova de Lisboa, Lisbon, Portugal",1,PHRASE,Universidade Nova de Lisboa,Portugal,PT,10.1371/journal.pone.0230274,Dengue importation into Europe: A network connectivity-based approach,12/03/2020,PLOS ONE,Public Library of Science (PLoS),146,TRUE,gold,TRUE
10.1101/19009647,0,0,2,8,9,1,1,1.8,0.8,-1,0,0,9,0,0,0,4.464,29663,medrxiv,18/10/2019,FALSE,Development of population and Bayesian models for applied use in patients receiving cefepime,1,NA,NA,NA,NA,cc_by_nd,PUBLISHAHEADOFPRINT,pharmacology and therapeutics,"Liu, J.; Neely, M.; Lipman, J.; Sime, F.; Roberts, J.; Kiel, P. J.; Avedissian, S. A.; Rhodes, N. J.; Scheetz, M.",9,Marc Scheetz,"Midwestern University Chicago College of Pharmacy, Downers Grove, IL, USA; Northwestern Memorial Hospital, Chicago, IL, USA; Midwestern University Chicago Colle",NA,NA,NA,NA,NA,10.1007/s40262-020-00873-3,Development of Population and Bayesian Models for Applied Use in Patients Receiving Cefepime,05/03/2020,Clinical Pharmacokinetics,Springer Science and Business Media LLC,139,TRUE,bronze,FALSE
10.1101/2019.12.12.19014696,0,0,2,9,10,1,1.142857143,1.428571429,0.285714286,0,0,0,2,0,0,0,2.766,30016,medrxiv,15/12/2019,FALSE,miRNA profiling in renal carcinoma suggest the existence of a group of pro-angionenic tumors in localized clear cell renal carcinoma,1,NA,NA,NA,NA,cc_no,PUBLISHAHEADOFPRINT,oncology,"Trilla-Fuertes, L.; Miranda, N.; Castellano, D.; Lopez-Vacas, R.; Farfan Tello, C. A.; de Velasco, G.; Villacampa, F.; Lopez-Camacho, E.; Prado-VAzquez, G.; Zapater-Moros, A.; Espinosa, E.; Fresno Vara, J. A.; Pinto, A.; Gamez-Pozo, A.",14,Angelo Gamez-Pozo,Hospital Universitaio La Paz,NA,NA,NA,NA,NA,10.1371/journal.pone.0229075,miRNA profiling in renal carcinoma suggest the existence of a group of pro-angionenic tumors in localized clear cell renal carcinoma,28/02/2020,PLOS ONE,Public Library of Science (PLoS),75,TRUE,gold,TRUE
10.1101/19008342,0,0,0,1,1,0,1,1,0,-2,0,0,1,0,0,1,3.24,29642,medrxiv,18/10/2019,FALSE,Genetic determinants of trehalose utilization are not associated with severe Clostridium difficile infection,1,NA,NA,NA,NA,cc_by_nc_nd,PUBLISHAHEADOFPRINT,infectious diseases,"Saund, K.; Rao, K.; Young, V. B.; Snitkin, E. S.",4,Evan S Snitkin,University of Michigan,1,PHRASE,University of Michigan–Ann Arbor,United States,US,10.1093/ofid/ofz548,Genetic Determinants of Trehalose Utilization Are Not Associated With Severe Clostridium difficile Infection Outcome,04/01/2020,Open Forum Infectious Diseases,Oxford University Press (OUP),78,TRUE,gold,TRUE
10.1101/19010322,0,0,0,5,5,0,1.5,2.5,1,-1,0,0,1,0,0,0,2.766,29760,medrxiv,02/11/2019,FALSE,"Long-term retention on antiretroviral therapy among infants, children, adolescents and adults in Malawi: A cohort study",1,NA,NA,NA,NA,cc_no,PUBLISHAHEADOFPRINT,epidemiology,"Mugglin, C.; Haas, A.; van Oosterhout, J.; Msukwa, M.; Tenthani, L.; Estill, J.; Egger, M.; Keiser, O.",8,Catrina Mugglin,University of Bern,1,PHRASE,University of Bern,Switzerland,CH,10.1371/journal.pone.0224837,"Long-term retention on antiretroviral therapy among infants, children, adolescents and adults in Malawi: A cohort study",14/11/2019,PLOS ONE,Public Library of Science (PLoS),12,TRUE,gold,TRUE
10.1101/19006833,3,0,1,10,9,-1,2,4.5,2.5,-1,0,0,9,0,0,0,7.36,29892,medrxiv,27/11/2019,FALSE,Reproductive Factors and Risk of Breast Cancer by Tumor Subtypes among Ghanaian Women: A Population-based Case-control Study,1,NA,NA,NA,NA,cc0,PUBLISHAHEADOFPRINT,epidemiology,"Figueroa, J. D.; Davis Lynn, B.; Edusei, L.; Titiloye, N.; Adjei, E.; Clegg-Lamptey, J. N.; Yarney, J.; Wiafe, B.; Awuah, B.; Duggan, M.; Wiafe, S.; Nyarko, K.; Aitipillah, F.; Ansong, D.; Hewitt, S.; Ahearn, T.; Garcia-Closas, M.; Brinton, L.; The Ghana Breast Health Study,",19,Jonine D Figueroa,University of Edinburgh,1,PHRASE,University of Edinburgh,United Kingdom,GB,10.1002/ijc.32929,Reproductive factors and risk of breast cancer by tumor subtypes among Ghanaian women: A population-based case–control study,18/02/2020,International Journal of Cancer,Wiley,83,TRUE,green,FALSE
10.1101/19011130,0,1,2,5,5,0,NA,2.5,2.5,1,1,0,1,0,0,0,2.766,29778,medrxiv,05/11/2019,FALSE,"Prevalence of malnutrition and associated factors among adult patients on Antiretroviral Therapy follow up care in Jimma Medical Center, Southwest Ethiopia.",1,NA,NA,NA,NA,cc_no,PUBLISHAHEADOFPRINT,hiv aids,"Daka, D. W.; Ergiba, M. S.",2,Dawit W Daka,Jimma University,1,PHRASE,Jimma University,Ethiopia,ET,10.1371/journal.pone.0229883,"Prevalence of malnutrition and associated factors among adult patients on antiretroviral therapy follow-up care in Jimma Medical Center, Southwest Ethiopia",12/03/2020,PLOS ONE,Public Library of Science (PLoS),128,TRUE,gold,TRUE
10.1101/2019.12.18.19014548,0,0,0,1,1,0,1,1,0,0,0,0,21,0,0,0,NA,30057,medrxiv,21/12/2019,FALSE,"The Autism Biomarkers Consortium for Clinical Trials (ABC-CT): Scientific Context, Study Design, and Progress towards Biomarker Qualification",1,NA,NA,NA,NA,cc_no,PUBLISHAHEADOFPRINT,psychiatry and clinical psychology,"McPartland, J. C.; Bernier, R. A.; Jeste, S. S.; Dawson, G.; Nelson, C. A.; Chawarska, K.; Earl, R.; Faja, S.; Johnson, S.; Sikich, L.; Brandt, C. A.; Dziura, J. D.; Rozenblit, L.; Hellemann, G.; Levin, A. R.; Murias, M.; Naples, A. J.; Platt, M. L.; Sabatos-DeVito, M.; Shic, F.; Senturk, D.; Sugar, C. A.; Webb, S. J.; The Autism Biomarkers Consortium for Clinical Trials,",24,James C. McPartland,Yale Child Study Center,NA,NA,NA,NA,NA,10.3389/fnint.2020.00016,"The Autism Biomarkers Consortium for Clinical Trials (ABC-CT): Scientific Context, Study Design, and Progress Toward Biomarker Qualification",09/04/2020,Frontiers in Integrative Neuroscience,Frontiers Media SA,110,TRUE,gold,TRUE
10.1101/19008367,3,1,1,11,9,-2,3.666666667,3,-0.666666667,-1,0,0,6,0,0,0,4.129,29612,medrxiv,08/10/2019,FALSE,Identification of newborns at risk for autism using electronic medical records and machine learning,1,NA,NA,NA,NA,cc_no,PUBLISHAHEADOFPRINT,psychiatry and clinical psychology,"Rahman, R.; Kodesh, A.; Levine, S. Z.; Sandin, S.; Reichenberg, A.; Schlessinger, A.",6,Avner Schlessinger,Icahn School of Medicine at Mount Sinai,1,PHRASE,Icahn School of Medicine at Mount Sinai,United States,US,10.1192/j.eurpsy.2020.17,Identification of newborns at risk for autism using electronic medical records and machine learning,26/02/2020,European Psychiatry,Royal College of Psychiatrists,141,TRUE,gold,TRUE
10.1101/19012435,0,0,0,7,7,0,1,1.75,0.75,-1,0,0,1,0,0,0,13.258,29874,medrxiv,22/11/2019,FALSE,Cost-effectiveness of implementing objective diagnostic verification of asthma in the United States,1,NA,NA,NA,NA,cc_by_nc_nd,PUBLISHAHEADOFPRINT,respiratory medicine,"Yaghoubi, M.; Adibi, A.; Zafari, Z.; FitzGerald, J. M.; Aaron, S.; Johnson, K.; Sadatsafavi, M.",7,Mohsen Sadatsafavi,The University of British Columbia,1,PHRASE,University of British Columbia,Canada,CA,10.1016/j.jaci.2019.11.038,Cost-effectiveness of implementing objective diagnostic verification of asthma in the United States,11/12/2019,Journal of Allergy and Clinical Immunology,Elsevier BV,19,TRUE,hybrid,FALSE
10.1101/19011452,0,0,0,6,6,0,1,6,5,-1,0,0,1,0,0,0,2.145,29807,medrxiv,12/11/2019,FALSE,A pilot biomonitoring study of cumulative phthalates exposure among Vietnamese American nail salon workers,1,NA,NA,NA,NA,cc_by_nc_nd,PUBLISHAHEADOFPRINT,occupational and environmental health,"Varshavsky, J. R.; Morello-Frosch, R.; Harwani, S.; Snider, M.; Petropoulou, S.-S. E.; Park, J.-S.; Petreas, M.; Reynolds, P.; Nguyen, T.; Quach, T.",10,Julia Rachel Varshavsky,"University of California, Berkeley, School of Public Health, Berkeley, CA, USA, and University of California, San Francisco, Program on Reproductive Health and",1,PHRASE,"University of California, Berkeley",United States,US,10.3390/ijerph17010325,A Pilot Biomonitoring Study of Cumulative Phthalates Exposure among Vietnamese American Nail Salon Workers,03/01/2020,International Journal of Environmental Research and Public Health,MDPI AG,52,TRUE,gold,TRUE
10.1101/19007013,0,0,1,5,4,-1,1,4,3,0,0,0,9,0,0,1,5.867,29576,medrxiv,05/10/2019,FALSE,Examining the effect of smoking on suicidal ideation and attempts: A Mendelian randomisation study,2,NA,NA,NA,NA,cc_by,PUBLISHAHEADOFPRINT,epidemiology,"Harrison, R.; Munafo, M. R.; Davey Smith, G.; Wootton, R. E.",4,Robyn E Wootton,University of Bristol,1,PHRASE,University of Bristol,United Kingdom,GB,10.1192/bjp.2020.68,Examining the effect of smoking on suicidal ideation and attempts: triangulation of epidemiological approaches,15/04/2020,The British Journal of Psychiatry,Royal College of Psychiatrists,193,TRUE,hybrid,FALSE
10.1101/19008136,0,0,0,16,16,0,2.142857143,2.285714286,0.142857143,-1,0,0,1,0,0,0,7.144,29645,medrxiv,18/10/2019,FALSE,Targeting the centromedian thalamic nucleus for deep brain stimulation,1,NA,NA,NA,NA,cc_by_nc_nd,PUBLISHAHEADOFPRINT,neurology,"Warren, A. E. L.; Dalic, L. J.; Thevathasan, W.; Roten, A.; Bulluss, K. J.; Archer, J. S.",6,Aaron E.L. Warren,University of Melbourne,1,PHRASE,University of Melbourne,Australia,AU,10.1136/jnnp-2019-322030,Targeting the centromedian thalamic nucleus for deep brain stimulation,24/01/2020,"Journal of Neurology, Neurosurgery & Psychiatry",BMJ,98,TRUE,green,FALSE
10.1101/2020.01.21.20018101,1,0,0,1,1,0,1,1,0,-1,0,0,10,0,0,0,4.454,62934,medrxiv,27/01/2020,FALSE,Comprehensive assessment of PINK1 variants in Parkinson's disease,1,NA,NA,NA,NA,cc0,PUBLISHAHEADOFPRINT,genetic and genomic medicine,"Krohn, L.; Grenn, F. P.; Makarious, M. B.; Kim, J. J.; Bandres-Ciga, S.; Roosen, D. A.; Gan-Or, Z.; Nalls, M. A.; Singleton, A. B.; Blauwendraat, C.",10,Cornelis Blauwendraat,NIH,NA,NA,NA,NA,NA,10.1016/j.neurobiolaging.2020.03.003,Comprehensive assessment of PINK1 variants in Parkinson's disease,10/03/2020,Neurobiology of Aging,Elsevier BV,43,TRUE,green,FALSE
10.1101/2020.01.23.20017566,0,1,0,13,13,0,6,6.5,0.5,-1,0,0,7,0,0,0,0.545,62930,medrxiv,27/01/2020,FALSE,STK11 and KEAP1 Mutations as Prognostic Biomarkers in an Observational Real-World Lung Adenocarcinoma Cohort,1,NA,NA,NA,NA,cc_by_nc_nd,PUBLISHAHEADOFPRINT,oncology,"Papillon-Cavanagh, S.; Doshi, P.; Dobrin, R.; Szustakowski, J.; Walsh, A. M.",5,Alice M Walsh,Bristol-Myers Squibb,1,PHRASE,Bristol-Myers Squibb (India),India,IN,10.1136/esmoopen-2020-000706,STK11 and KEAP1 mutations as prognostic biomarkers in an observational real-world lung adenocarcinoma cohort,20/04/2020,ESMO Open,BMJ,84,TRUE,gold,TRUE
10.1101/2020.03.06.20032193,0,0,0,16,16,0,4,5.333333333,1.333333333,1,0,0,2,0,0,0,6.689,63616,medrxiv,10/03/2020,FALSE,Temporal Dynamics of the Adult Female Lower Urinary Tract Microbiota,1,NA,NA,NA,NA,cc_no,PUBLISHAHEADOFPRINT,urology,"Price, T. K.; Wolff, B.; Halverson, T.; Limeira, R.; Brubaker, L.; Dong, Q.; Mueller, E.; Wolfe, A. J.",8,Alan J Wolfe,Loyola University Chicago,1,PHRASE,Loyola University Chicago,United States,US,10.1128/mbio.00475-20,Temporal Dynamics of the Adult Female Lower Urinary Tract Microbiota,20/04/2020,mBio,American Society for Microbiology,41,TRUE,gold,TRUE
10.1101/19011577,0,0,0,7,7,0,1.25,1.75,0.5,-1,0,0,1,0,0,0,5.449,29816,medrxiv,12/11/2019,FALSE,Impact of dogs with deltamethrin-impregnated collarson prevalence of visceral leishmaniasis,1,NA,NA,NA,NA,cc_by_nc_nd,PUBLISHAHEADOFPRINT,public and global health,"Zahid, M. H.; Kribs, C.",2,Mondal Hasan Zahid,University of Texas at Arlington,1,PHRASE,The University of Texas at Arlington,United States,US,10.1016/j.idm.2020.01.001,Impact of dogs with deltamethrin-impregnated collars on prevalence of visceral leishmaniasis,10/01/2020,Infectious Disease Modelling,Elsevier BV,59,TRUE,gold,TRUE
10.1101/19009522,0,0,2,5,8,3,1,1.142857143,0.142857143,0,0,0,2,0,0,0,5.232,29672,medrxiv,18/10/2019,FALSE,Genetic profile and functional proteomics of anal squamous cell carcinoma: proposal for a molecular classification,1,NA,NA,NA,NA,cc_no,PUBLISHAHEADOFPRINT,oncology,"Trilla-Fuertes, L.; Ghanem, I.; Gamez-Pozo, A.; Maurel, J.; G-Pastrian, L.; Mendiola, M.; Pena, C.; Lopez-Vacas, R.; Prado-Vazquez, G.; Lopez-Camacho, E.; Zapater-Moros, A.; Heredia, V.; Cuatrecasas, M.; Garcia-Alfonso, P.; Capdevila, J.; Conill, C.; Garcia-Carbonero, R.; Ramos-Ruiz, R.; Fortes, C.; Llorens, C.; Nanni, P.; Fresno, J. A.; Feliu, J.",23,Jaime Feliu,Hospital Universitario La Paz,1,PHRASE,Hospital Universitario La Paz,Spain,ES,10.1074/mcp.ra120.001954,Genetic Profile and Functional Proteomics of Anal Squamous Cell Carcinoma: Proposal for a Molecular Classification,28/02/2020,Molecular & Cellular Proteomics,American Society for Biochemistry & Molecular Biology (ASBMB),133,TRUE,green,FALSE
10.1101/19011775,0,0,0,11,11,0,1,1.571428571,0.571428571,0,0,0,1,0,0,0,2.766,29845,medrxiv,18/11/2019,FALSE,Validity of the Cold Pressor Test and Pain Sensitivity Questionnaire via online self-administration,1,NA,NA,NA,NA,cc_by_nd,PUBLISHAHEADOFPRINT,pain medicine,"McIntyre, M.; 23andMe Research Team,  ; Kless, A.; Hein, P.; Field, M.; Tung, J. Y.",6,Achim Kless,Grunenthal,1,PHRASE,Grunenthal (Spain),Spain,ES,10.1371/journal.pone.0231697,Validity of the cold pressor test and pain sensitivity questionnaire via online self-administration,16/04/2020,PLOS ONE,Public Library of Science (PLoS),150,TRUE,gold,TRUE
10.1101/19008300,0,1,0,21,21,0,6.333333333,7,0.666666667,-1,0,0,5,0,0,0,9.937,29607,medrxiv,08/10/2019,FALSE,Diagnosing Cornelia de Lange syndrome and related neurodevelopmental disorders using RNA-sequencing,1,NA,NA,NA,NA,cc_by_nc_nd,PUBLISHAHEADOFPRINT,genetic and genomic medicine,"Rentas, S.; Rathi, K.; Kaur, M.; Raman, P.; Krantz, I.; Sarmady, M.; Abou Tayoun, A.",7,Ahmad Abou Tayoun,Al Jalila Children\'s Specialty Hospital,NA,NA,NA,NA,NA,10.1038/s41436-019-0741-5,Diagnosing Cornelia de Lange syndrome and related neurodevelopmental disorders using RNA sequencing,08/01/2020,Genetics in Medicine,Springer Science and Business Media LLC,92,TRUE,green,FALSE
10.1101/19006577,0,0,0,6,6,0,1,6,5,0,0,0,23,0,0,0,5.475,29476,medrxiv,13/09/2019,FALSE,Genetic liability to schizophrenia is associated with exposure to traumatic events in childhood,1,NA,NA,NA,NA,cc_by,PUBLISHAHEADOFPRINT,epidemiology,"Sallis, H. M.; Croft, J.; Havdahl, A.; Jones, H. J.; Dunn, E. C.; Davey Smith, G.; Zammit, S.; Munafo, M. R.",8,Hannah M Sallis,University of Bristol,1,PHRASE,University of Bristol,United Kingdom,GB,10.1017/s0033291720000537,Genetic liability to schizophrenia is associated with exposure to traumatic events in childhood,01/04/2020,Psychological Medicine,Cambridge University Press (CUP),201,TRUE,hybrid,FALSE
10.1101/2020.01.03.20016436,0,1,2,7,8,1,1,2,1,-1,0,0,3,0,0,0,3.285,62809,medrxiv,06/01/2020,FALSE,"Childhood vaccination coverage and equity impact in Ethiopia by socioeconomic, geographic, maternal and child characteristics",1,NA,NA,NA,NA,cc_by_nc_nd,PUBLISHAHEADOFPRINT,public and global health,"Geweniger, A.; Abbas, K. M.",2,Anne Geweniger,University Medical Center Freiburg,1,PHRASE,University Medical Center Freiburg,Germany,DE,10.1016/j.vaccine.2020.03.040,"Childhood vaccination coverage and equity impact in Ethiopia by socioeconomic, geographic, maternal, and child characteristics",03/04/2020,Vaccine,Elsevier BV,88,TRUE,hybrid,FALSE
10.1101/19009472,0,0,2,15,16,1,2,2.285714286,0.285714286,-1,0,0,2,0,0,1,4.75,29700,medrxiv,22/10/2019,FALSE,Randomized controlled trial combining constraint-induced movement therapy and action-observation training in unilateral cerebral palsy: clinical effects and influencing factors of treatment response.,1,NA,NA,NA,NA,cc_by_nc_nd,PUBLISHAHEADOFPRINT,rehabilitation medicine and physical therapy,"Simon-Martinez, C.; Mailleux, L.; Hoskens, J.; Ortibus, E.; Jaspers, E.; Wenderoth, N.; Sgandurra, G.; Cioni, G.; Molenaers, G.; Klingels, K.; Feys, H.",11,Cristina Simon-Martinez,KU Leuven,1,PHRASE,KU Leuven,Belgium,BE,10.1177/1756286419898065,Randomized controlled trial combining constraint-induced movement therapy and action-observation training in unilateral cerebral palsy: clinical effects and influencing factors of treatment response,07/01/2020,Therapeutic Advances in Neurological Disorders,SAGE Publications,77,TRUE,gold,TRUE
10.1101/19007450,0,0,1,29,31,2,4.833333333,6.2,1.366666667,0,0,0,11,1,0,0,5.28,29543,medrxiv,25/09/2019,FALSE,"Systematic review and meta-analysis of the association between Epstein-Barr virus, Multiple Sclerosis, and other risk factors",1,NA,NA,NA,NA,cc_by_nc_nd,PUBLISHAHEADOFPRINT,neurology,"Jacobs, B. M.; Giovannoni, G.; Cuzick, J.; Dobson, R.",4,Ruth Dobson,"Preventive Neurology Unit, Wolfson Institute of Preventive Medicine, Queen Mary University of London",1,PHRASE,Queen Mary University of London,United Kingdom,GB,10.1177/1352458520907901,"Systematic review and meta-analysis of the association between Epstein–Barr virus, multiple sclerosis and other risk factors",23/03/2020,Multiple Sclerosis Journal,SAGE Publications,180,TRUE,green,FALSE
10.1101/19008615,0,0,0,16,16,0,4,4,0,0,0,0,4,0,0,0,10.84,29624,medrxiv,10/10/2019,FALSE,A Multiomics Approach to Heterogeneity in Alzheimer's Disease: Focused Review and Roadmap,1,NA,NA,NA,NA,cc_by_nc_nd,PUBLISHAHEADOFPRINT,neurology,"Badhwar, A.; McFall, G. P.; Sapkota, S.; Black, S. E.; Chertkow, H.; Duchesne, S.; Masellis, M.; Li, L.; Dixon, R.; Bellec, P.",10,AmanPreet Badhwar,"CRIUGM, University of Montreal",1,PHRASE,University of Montreal,Canada,CA,10.1093/brain/awz384,A multiomics approach to heterogeneity in Alzheimer’s disease: focused review and roadmap,15/11/2019,Brain,Oxford University Press (OUP),36,TRUE,green,FALSE
10.1101/19012880,0,0,0,9,8,-1,1,1.6,0.6,0,0,0,1,0,0,2,4.743,29878,medrxiv,22/11/2019,FALSE,Stereotactic arrhythmia radioablation for refractory scar-related ventricular tachycardia,2,NA,NA,NA,NA,cc_by_nc_nd,PUBLISHAHEADOFPRINT,cardiovascular medicine,"Gianni, C.; Rivera, D.; Burkhardt, J. D.; Pollard, B.; Gardner, E.; Maguire, P.; Zei, P.; Natale, A.; Al-Ahmad, A.",9,Carola Gianni,"Texas Cardiac Arrhythmia Institute, St. David\'s Medical Center, Austin, TX, USA",NA,NA,NA,NA,NA,10.1016/j.hrthm.2020.02.036,Stereotactic arrhythmia radioablation for refractory scar-related ventricular tachycardia,06/03/2020,Heart Rhythm,Elsevier BV,105,TRUE,green,FALSE
10.1101/19007849,0,0,0,0,0,0,NA,NA,0,NA,0,0,3,0,0,0,2.413,29739,medrxiv,02/11/2019,FALSE,Anti-Diabetic and Antiresorptive Pharmacotherapies for Prevention and Treatment of Type 2 Diabetes-Induced Bone Disease: Protocol for a Two-Part Systematic Review and Network Meta-Analysis,1,NA,NA,NA,NA,cc_by_nc_nd,PUBLISHAHEADOFPRINT,endocrinology,"Deng, J.; Abbas, U.; Chang, O.; Dhivagaran, S.; Sanger, S.; Bozzo, A.",6,Jiawen Deng,McMaster University,1,PHRASE,McMaster University,Canada,CA,10.1136/bmjopen-2019-034741,Antidiabetic and antiosteoporotic pharmacotherapies for prevention and treatment of type 2 diabetes-induced bone disease: protocol for two network meta-analyses,03/04/2020,BMJ Open,BMJ,153,TRUE,gold,TRUE
