X1.x,doi,abstract,published_abstract_source,published_abstract_source_notes,change_outcomes,difflib standard change_ratio,exclude,Word_raw_char_change,Word_change_ratio,1_annotations,1+_annotations,1-_annotations,significant_annotations,Highest_change,X1.y,source,posted_date,covid_preprint,title,n_versions,n_words,n_refs,n_figs,n_tables,license,type,category,authors,n_authors,author_corresponding,author_corresponding_institution,institution_match_score,institution_match_type,institution_match_name,institution_match_country_name,institution_match_country_code,published_doi.x,published_title,published_date,published_journal,published_publisher,delay_in_days,published_article_is_oa,published_article_oa_status,published_journal_is_oa
178,10.1101/768648,"To identify potential inhibitors of egress and invasion in the asexual blood stage of Plasmodium falciparum, we screened the Medicines for Malaria Venture (MMV) Pathogen Box. This compound library comprises of 400 drugs against neglected tropical diseases, including 125 with antimalarial activity. For this screen, we utilised transgenic parasites expressing a bioluminescent reporter, Nanoluciferase (Nluc), to measure inhibition of parasite egress and invasion in the presence of the Pathogen Box compounds. At a concentration of 2 {micro}M, we found 15 compounds that inhibited parasite egress by >40% and 24 invasion-specific compounds that inhibited invasion by >90%. We further characterised 11 of these inhibitors through cell-based assays and live cell microscopy and found two compounds that inhibited merozoite maturation in schizonts, one compound that inhibited merozoite egress, one compound that directly inhibited parasite invasion and one compound that slowed down invasion and arrested ring formation. The remaining compounds were general growth inhibitors that acted during the egress and invasion phase of the cell cycle. We found the sulfonylpiperazine, MMV020291, to be the most invasion-specific inhibitor, blocking successful merozoite internalisation within human RBCs and having no substantial effect on other stages of the cell cycle. This has greater implications for the possible development of an invasion-specific inhibitor as an antimalarial in a combination based therapy, in addition to being a useful tool for studying the biology of the invading parasite.\n\nImportancePlasmodium falciparum causes the most severe form of malaria and with emerging resistance to frontline treatments, there is the need to identify new drug targets in the parasite. One of the most critical processes during the asexual blood stage in the parasites lifecycle is the egress from old red blood cells (RBCs) and subsequent invasion of new RBCs. Many unique parasite ligands, receptors and enzymes are employed during egress and invasion that are essential for parasite proliferation and survival, therefore making these processes druggable targets. Identifying novel compounds that inhibit these essential processes would further their development into possible antimalarials that would be highly effective at killing asexual RBC stage parasites when used in combination with drugs that target the intraerythrocytic growth phase. These compounds potentially may also be used as novel tools to study the complex biology of parasites to gain further insight into the mechanisms behind egress and invasion.",Copied,NA,0,0.381533101,keep,1848,0.383275261,0,1,2,0,1,19904,biorxiv,13/09/2019,FALSE,Screening the Medicines for Malaria Venture Pathogen Box for invasion and egress inhibitors of the blood stage of Plasmodium falciparum reveals several inhibitory compounds,1,7339,83,12,2,cc_no,new results,cell biology,"Dans, M. G.; Weiss, G. E.; Wilson, D. W.; Sleebs, B. E.; Crabb, B.; de Koning-Ward, T. F.; Gilson, P. R.",7,Madeline Grace Dans,Burnet Institute,1,PHRASE,Burnet Institute,Australia,AU,10.1016/j.ijpara.2020.01.002,Screening the Medicines for Malaria Venture Pathogen Box for invasion and egress inhibitors of the blood stage of Plasmodium falciparum reveals several inhibitory compounds,03/03/2020,International Journal for Parasitology,Elsevier BV,172,TRUE,hybrid,FALSE
179,10.1101/773812,"An actin mesh fills both mouse and fly oocytes. The meshes are built by a conserved mechanism and used to establish polarity. Two actin nucleators, Spire and Cappuccino, collaborate to build actin filaments that connect vesicles and the cortex. Direct interaction between Spire and Cappuccino is required for in vitro synergistic actin assembly; however, we understand little about why the interaction is necessary. To mimic the geometry of Spire and Cappuccino in vivo, we immobilized Spire on beads. We found that increased nucleation is a major part of synergy and that Spire alone binds both barbed- and pointed-ends of actin filaments. We identified Spires barbed-end binding domain. Partial rescue of fertility by a loss-of-function mutant indicates that barbed-end binding is not necessary for Spires in vivo function, but that it may play a role under normal circumstances. We propose that Spire stimulates nucleation by Cappuccino in a manner similar to the collaboration between APC and mDia1.\n\nSummaryActin nucleators Cappuccino and Spire collaborate to build an actin mesh in oocytes. Data demonstrate that the collaboration leads to synergistic actin nucleation, as opposed to elongation. Further, Spire binds both ends of polar, actin filaments, resolving a long-outstanding question.",Copied,NA,2,0.960320488,keep,1959,0.748950782,1,4,2,2,2,20185,biorxiv,18/09/2019,FALSE,Spire stimulates nucleation by Cappuccino and binds both ends of actin filaments,1,7924,47,8,1,cc_by,new results,biochemistry,"Bradley, A. O.; Vizcarra, C. L.; Bailey, H. M.; Quinlan, M. E.",4,Margot E Quinlan,UCLA,NA,NA,NA,NA,NA,10.1091/mbc.e19-09-0550,Spire stimulates nucleation by Cappuccino and binds both ends of actin filaments,26/12/2019,Molecular Biology of the Cell,American Society for Cell Biology (ASCB),99,TRUE,hybrid,FALSE
180,10.1101/774372,"SummaryTaxonomic and functional information from microbial communities can be efficiently obtained by metagenome profiling, which requires databases of genes and genomes to which sequence reads are mapped. However, the databases that accompany metagenome profilers are not updated at a pace that matches the increase in available microbial genomes. To address this, we developed Struo, a modular pipeline that automatizes the acquisition of genomes from public repositories and the construction of custom databases for multiple metagenome profilers. The use of custom databases that broadly represent the known microbial diversity by incorporating novel genomes results in a substantial increase in mappability of reads in synthetic and real metagenome datasets.\n\nAvailability and implementationSource code available for download at https://github.com/leylabmpi/Struo. Custom GTDB databases available at http://ftp.tue.mpg.de/ebio/projects/struo/\n\nContactnicholas.youngblut@tuebingen.mpg.de",Copied,NA,0,0.991266376,keep,361,0.19650655,0,0,0,0,0,20643,biorxiv,23/09/2019,FALSE,Struo: a pipeline for building custom databases for common metagenome profilers,1,1148,24,1,0,cc_by_nd,new results,bioinformatics,"Cuesta-Zuluaga, J. d. l.; Ley, R. E.; Youngblut, N. D.",3,Nicholas D Youngblut,Max Planck Institute for Developmental Biology,1,PHRASE,Max Planck Institute for Developmental Biology,Germany,DE,10.1093/bioinformatics/btz899,Struo: a pipeline for building custom databases for common metagenome profilers,26/11/2019,Bioinformatics,Oxford University Press (OUP),64,TRUE,green,FALSE
181,10.1101/782359,"This investigation examined anthropometric, hormonal, and physiological differences between advanced (ADV; n = 8, 27.8 {+/-} 4.2 years, 170 {+/-} 11 cm, 79.8 {+/-} 13.3 kg) and recreational (REC; n = 8, 33.5 {+/-} 8.1 years, 172 {+/-} 14 cm, 76.3 {+/-} 19.5 kg) CrossFit (CF) trained participants in comparison to physically-active controls (CON; n = 7, 27.5 {+/-} 6.7 years, 171 {+/-} 14 cm, 74.5 {+/-} 14.3 kg). ADV and REC were distinguished by their past competitive success. REC and CON were resistance-trained (>2 years) and exercised on 3-5 days{middle dot}wk-1 for the past year, but CON utilized traditional resistance and cardiovascular exercise. All participants provided a fasted, resting blood sample and completed assessments of resting metabolic rate, body composition, muscle morphology, isometric mid-thigh pull strength, peak aerobic capacity, and a 3-minute maximal cycle ergometer sprint across two separate occasions (separated by 3-7 days). Blood samples were analyzed for testosterone, cortisol, and insulin-like growth factor-1. One-way analysis of variance revealed ADV to possess lower body fat percentage (6.7-8.3%, p = 0.007), greater bone and non-bone lean mass (12.5-26.8%, p [&le;] 0.028), muscle morphology characteristics (14.2-59.9%, p < 0.05), isometric strength characteristics (15.4-41.8%, p < 0.05), peak aerobic capacity (18.8-19.1%, p = 0.002), and anaerobic performance (15.4-51.1%, p [&le;] 0.023) compared to both REC and CON. No differences were seen between REC and CON, or between all groups for resting metabolic rate or hormone concentrations. These data suggest ADV possess several physiological advantages over REC and CON, whereas similar physiological characteristics were present in individuals who have been regularly participating in either CF or resistance and cardiovascular training for the past year.",Copied,NA,0,0.196511311,keep,197,0.053147997,0,0,1,0,1,20993,biorxiv,25/09/2019,FALSE,"PHYSIOLOGICAL DIFFERENCES BETWEEN ADVANCED CROSSFIT ATHLETES, RECREATIONAL CROSSFIT PARTICIPANTS, AND PHYSICALLY-ACTIVE ADULTS",1,7888,68,4,2,cc_by,new results,physiology,"Mangine, G.; Stratton, M. T.; Almeda, C. G.; Roberts, M. D.; Esmat, T. A.; VanDusseldorp, T. A.; Feito, Y.",7,Gerald Mangine,Kennesaw State University,1,PHRASE,Kennesaw State University,United States,US,10.1371/journal.pone.0223548,"Physiological differences between advanced CrossFit athletes, recreational CrossFit participants, and physically-active adults",07/04/2020,PLOS ONE,Public Library of Science (PLoS),195,TRUE,gold,TRUE
182,10.1101/782839,"BackgroundAnswering the question how conserved patterning systems are across evolutionary lineages requires a broad taxon sampling. Phoronid development has previously been studied using fate mapping and morphogenesis, yet molecular descriptions are missing. Here we report the expression patterns of the evolutionarily conserved anterior (otx, gsc, six3/6, nk2.1), posterior (cdx, bra) and endomesodermal (foxA, gata4/5/6, twist) markers in the phoronid Phoronopsis harmeri.\n\nResultsThe transcription factors foxA, gata4/5/6 and cdx show conserved expression in patterning the development and regionalization of the phoronid embryonic gut, with foxA expressed in the presumptive foregut, gata4/5/6 demarcating the midgut and cdx confined to the hindgut. Surprisingly, brachyury, an evolutionary conserved transcription factor often associated with gastrulation movements and patterning of the mouth and hindgut, seems to be unrelated with gastrulation and mouth patterning in phoronids. Furthermore, six3/6, a well-conserved anterior marker, shows a remarkably dynamic expression, demarcating not only the apical organ and the oral ectoderm, but also clusters of cells of the developing midgut and the anterior mesoderm, similar to what has been reported for brachiopods, bryozoans and some deuterostome Bilateria.\n\nConclusionsOur comparison of gene expression patterns with other studied Bilateria reveals that the timing of axis determination and cell fate distribution of the phoronid shows highest similarities to rhynchonelliform brachiopods. Despite these similarities, the phoronid P. harmeri shows also particularities in its development, which hint to divergences in the arrangement of gene regulatory networks responsible for germ layer formation and axis specification.",Copied,NA,0,0.379116671,keep,1529,0.400561654,2,1,0,0,1,21096,biorxiv,26/09/2019,FALSE,Molecular patterning during the development of Phoronopsis harmeri reveals similarities to rhynchonelliform brachiopods,1,5117,78,7,0,cc_by_nc_nd,new results,developmental biology,"Andrikou, C.; Passamaneck, Y.; Lowe, C. J.; Martindale, M. Q.; Hejnol, A.",5,Andreas Hejnol,"Sars International Centre for Marine Molecular Biology, University of Bergen",NA,NA,NA,NA,NA,10.1186/s13227-019-0146-1,Molecular patterning during the development of Phoronopsis harmeri reveals similarities to rhynchonelliform brachiopods,16/12/2019,EvoDevo,Springer Science and Business Media LLC,81,TRUE,gold,TRUE
183,10.1101/785691,"The evolution of bacterial regulatory networks has largely been explained at macroevolutionary scales through lateral gene transfer and gene duplication. Transcription factors (TF) have been found to be less conserved across species than their target genes (TG). This would be expected if TFs accumulate mutations faster than TGs. This hypothesis is supported by several lab evolution studies which found TFs to be frequently mutated. Despite these studies, the contribution of point mutations in TFs to the evolution of regulatory network, especially at microevolutionary scales is poorly understood. We tested if TFs show greater sequence diversity than their TGs using whole-genome sequencing data on thousands of clinical and environmental isolates of E coli. We found that TFs were less diverse in sequence than their TGs, and that their diversity was constrained by their regulatory roles. Over longer time-scales, the conservation of TFs, other than global regulators (GR), was low across species. Over very short time-scales represented by lab evolution studies, we confirmed an excess of beneficial mutations in TFs. TFs accumulated mutations much faster than TGs in the first 10,000 generations of a long-term evolution experiment. However, as evolution proceeded, mutations appeared in TFs at rates similar to or lower than those in TGs. Our results suggest that point mutations, conferring large-scale expression changes, may drive the early stages of adaptation but gene regulation is subjected to stronger purifying selection post adaptation.

",Copied,NA,0,0.607275177,keep,1257,0.413270461,1,2,1,2,2,21263,biorxiv,30/09/2019,FALSE,The Evolution and Diversity of Bacterial Transcription Factors across Time-scales,2,6534,49,7,0,cc_by,new results,evolutionary biology,"Ali, F.; Seshasayee, A. S. N.",2,Farhan Ali,"National Centre for Biological Sciences, Tata Institute of Fundamental Research, India; Manipal Academy of Higher Education, Manipal, India",1,PHRASE,Tata Institute of Fundamental Research,India,IN,10.1093/nar/gkaa162,Dynamics of genetic variation in transcription factors and its implications for the evolution of regulatory networks in Bacteria,03/03/2020,Nucleic Acids Research,Oxford University Press (OUP),155,TRUE,gold,TRUE
184,10.1101/791269,"AimBiotic interactions can determine rarity and commonness of species, however evidence that rare and common species respond differently to biotic stress is scarce. This is because biotic interactions are notoriously context-dependent and traits leading to success in one habitat might be costly or unimportant in another. We aim to identify plant characteristics that are related to biotic interactions and may drive patterns of rarity and commonness, taking environmental context into account.\n\nLocationSwitzerland\n\nMethodsIn a multi-species experiment, we compared the response to biotic interactions of 19 rare and 21 widespread congeneric plant species in Switzerland, while also accounting for variation in environmental conditions of the species origin.\n\nResultsOur results restrict the long-standing hypothesis that widespread species are superior competitors to rare species to only those species originating from resource rich habitats, in which competition is usually strong. Tolerance to herbivory and ambient herbivore damage on the other hand, did not differ between widespread and rare species. In accordance to the resource-availability hypothesis, widespread species from resource rich habitats where more damaged by herbivores (less defended) than widespread species from resource poor habitats - such a growth-defense tradeoff was lacking in rare species. This indicates that the evolutionary important tradeoff between traits increasing competitive-ability and defence is present in widespread species but may have been lost in rare species.\n\nMain conclusionsOur results indicate that biotic interactions, above all competition, might indeed set range limits, and underlines the importance of including context-dependency in studies comparing traits of common and rare or invasive and non-invasive species.",Copied,NA,0,0.22596415,keep,292,0.083107007,0,1,0,0,1,21593,biorxiv,02/10/2019,FALSE,Context dependency of biotic interactions and its relation to plant rarity,1,5328,55,3,1,cc_by_nc_nd,new results,ecology,"Kempel, A.; Vincent, H.; Prati, D.; Fischer, M.",4,Anne Kempel,University of Bern,1,PHRASE,University of Bern,Switzerland,CH,10.1111/ddi.13050,Context dependency of biotic interactions and its relation to plant rarity,06/03/2020,Diversity and Distributions,Wiley,156,TRUE,gold,TRUE
185,10.1101/793000,"ObjectiveRates of overweight and obesity epidemic have risen significantly in the past few decades, and 34% of adults and 15-20% of children and adolescents in the United States are now obese. Melanocortin receptor 4 (MC4R), contributes to appetite control in hypothalamic neurons and is a target for future anti-obesity treatments (such as setmelanotide) or novel drug development effort. Proper MC4R trafficking regulation in hypothalamic neurons is crucial for normal neural control of homeostasis and is altered in obesity and in presence of lipids. The mechanisms underlying altered MC4R trafficking in the context of obesity is still unclear. Here, we discovered that C2CD5 expressed in the hypothalamus is involved in the regulation of MC4R endocytosis. This study unmasked a novel trafficking protein nutritionally regulated in the hypothalamus providing a novel target for MC4R dependent pathways involved in bodyweight homeostasis and Obesity.\n\nMethodsTo evaluate the expression of C2cd5, we first used in situ hybridization and RNAscope technology in combination with electronic microscopy. For in vivo, we characterized the energy balance of wild type (WT) and C2CD5 whole-body knockout (C2CD5KO) mice fed normal chow (NC) and/or western-diet (high-fat/high-sucrose/cholesterol) (WD). To this end, we performed comprehensive longitudinal assessment of bodyweight, energy balance (food intake, energy expenditure, locomotor activity using TSE metabolic cages), and glucose homeostasis. In addition, we evaluated the consequence of loss of C2CD5 on feeding behavior changes normally induced by MC4R agonist (Melanotan, MTII) injection in the paraventricular hypothalamus (PVH). For in vitro approach, we tease out the role of C2CD5 and its calcium sensing domain C2 in MC4R trafficking. We focused on endocytosis of MC4R using an antibody feeding experiment (in a neuronal cell line - Neuro2A (N2A) stably expressing HA-MC4R-GFP; against HA-tag and analyzed by flux cytometry).\n\nResultsWe found that 1) the expression of hypothalamic C2CD5 is decreased in diet-induced obesity models compared to controls, 2) mice lacking C2CD5 exhibit an increase in food intake compared to WT mice, 3) C2CD5 interacts with endocytosis machinery in hypothalamus, 4) loss of functional C2CD5 (lacking C2 domain) blunts MC4R endocytosis in vitro and increases MC4R at the surface that fails to respond to MC4R ligand, and, 5) C2CD5KO mice exhibit decreased acute responses to MTII injection into the PVH.\n\nConclusionsBased on these, we conclude that hypothalamic C2CD5 is involved in MC4R endocytosis and regulate bodyweight homeostasis. These studies suggest that C2CD5 represents a new protein regulated by metabolic cues and involved in metabolic receptor endocytosis. C2CD5 represent a new target and pathway that could be targeted in Obesity.",Copied,NA,1,0.502639916,keep,2187,0.506335797,0,0,0,0,0,21712,biorxiv,03/10/2019,FALSE,Hypothalamic C2-domain protein involved in MC4R trafficking and control of energy balance,1,6002,55,5,0,cc_no,new results,physiology,"Gavini, C. K.; Cook, T. M.; Rademacher, D. J.; Mansuy-Aubert, V.",4,Virginie Mansuy-Aubert,Loyola University Chicago,1,PHRASE,Loyola University Chicago,United States,US,10.1016/j.metabol.2019.153990,Hypothalamic C2-domain protein involved in MC4R trafficking and control of energy balance,27/10/2019,Metabolism,Elsevier BV,24,TRUE,hybrid,FALSE
186,10.1101/796318,"Cancer proteogenomics integrates genomics, transcriptomics and mass spectrometry (MS)-based proteomics to gain insights into cancer biology and treatment efficacy. A proteogenomics approach was therefore developed for frozen core biopsies using tissue-sparing specimen processing with a “microscaled” proteomics workflow. For technical proof-of-principle, biopsies from ERBB2 positive breast cancers before and 48-72 hours after the first dose of neoadjuvant trastuzumab-based chemotherapy were analyzed. ERBB2 protein and phosphosite levels, as well as mTOR target phosphosites, were significantly more suppressed upon treatment in cases associated with pathological complete response, suggesting MS-based pharmacodynamics is achievable. Furthermore, integrated analyses indicated potential causes of treatment resistance including the absence of ERBB2 amplification (false-ERBB2 positive) and insufficient ERBB2 activity for therapeutic sensitivity despite ERBB2 amplification (pseudo-ERBB2 positive). Candidate resistance features in true-ERBB2+ cases, including androgen receptor signaling, mucin expression and an inactive immune microenvironment were observed. Thus, proteogenomic analysis of needle core biopsies is feasible and clinical utility should be investigated.",Copied,NA,2,0.747769667,keep,1192,0.484184915,0,0,0,0,0,22095,biorxiv,08/10/2019,FALSE,Microscaled Proteogenomic Methods for Precision Oncology,2,6523,49,18,1,cc_by_nc_nd,new results,cancer biology,"Satpathy, S.; Jaehnig, E. J.; Krug, K.; Kim, B.-J.; Saltzman, A. B.; Chan, D.; Holloway, K. R.; Anurag, M.; Huang, C.; Singh, P.; Gao, A.; Namai, N.; Dou, Y.; Wen, B.; Vasaikar, S.; Mutch, D.; Watson, M.; Ma, C.; Ademuyiwa, F. O.; Rimawi, M.; Schiff, R.; Hoog, J.; Jacobs, S.; Malovannaya, A.; Hyslop, T.; Clauser, K. C.; Mani, D. R.; Perou, C.; Miles, G.; Zhang, B.; Gillette, M. A.; Carr, S. A.; Ellis, M. J.",33,Matthew J. Ellis,"Lester and Sue Smith Breast Center and Dan L Duncan Comprehensive Cancer Center, Baylor College of Medicine, Houston, TX 77030, USA",1,PHRASE,Baylor College of Medicine,United States,US,10.1038/s41467-020-14381-2,Microscaled proteogenomic methods for precision oncology,27/01/2020,Nature Communications,Springer Science and Business Media LLC,111,TRUE,gold,TRUE
187,10.1101/797183,"As development proceeds, inductive cues are interpreted by competent tissues in a spatially and temporally restricted manner. While key inductive signaling pathways within competent cells are well-described at a molecular level, the mechanisms by which tissues lose responsiveness to inductive signals are not well understood. Localized activation of Wnt signaling before zygotic gene activation in Xenopus laevis leads to dorsal development, but competence to induce dorsal genes in response to Wnts is lost by the late blastula stage. We hypothesize that loss of competence is mediated by changes in histone modifications leading to a loss of chromatin accessibility at the promoters of Wnt target genes. We use ATAC-seq to evaluate genome-wide changes in chromatin accessibility across several developmental stages. Based on overlap with p300 binding, we identify thousands of putative cis-regulatory elements at the gastrula stage, including sites that lose accessibility by the end of gastrulation and are enriched for pluripotency factor binding motifs. Dorsal Wnt target gene promoters are not accessible after the loss of competence in the early gastrula while genes involved in mesoderm and neural crest development maintain accessibility at their promoters. Inhibition of histone deacetylases increases acetylation at the promoters of dorsal Wnt target genes and extends competence for dorsal gene induction by Wnt signaling. Histone deacetylase inhibition, however, is not sufficient to extend competence for mesoderm or neural crest induction. These data suggest that chromatin state regulates the loss of competence to inductive signals in a context-dependent manner.",Copied,NA,0,0,keep,0,0,1,0,3,0,1,22141,biorxiv,08/10/2019,FALSE,Loss of Competence in early development is mediated by loss of chromatin accessibility,5,8460,103,7,1,cc_by_nc_nd,new results,developmental biology,"Esmaeili, M.; Blythe, S. A.; Tobias, J. W.; Zhang, K.; Yang, J.; Klein, P. S.",6,Peter S Klein,University of Pennsylvania,1,PHRASE,University of Pennsylvania,United States,US,10.1016/j.ydbio.2020.02.013,Chromatin accessibility and histone acetylation in the regulation of competence in early development,28/02/2020,Developmental Biology,Elsevier BV,143,FALSE,closed,FALSE
188,10.1101/813378,"Purpose miR-375 is a highly abundant miRNAs in Merkel cell carcinoma. miR-375 may act as a tumor suppressor or oncogene depending on the cell context. While miR-375 is present as circulating free in the serum of patients with advanced MCC and thus serves as surrogate marker for tumor burden, its function within MCC has not been established.

Methods miR-375 knockdown was performed using miR-375 antagomiRs via lipofectamine transfection or nucleofection in classical MCC cell lines WaGa and PeTa. Viability and both changes in growth characteristics as well as morphology were determined. Genes targeted by miR-375 were predicted using ENCORI; based on these miR-375 regulated signaling pathways were determined by genes ontology (GO) and gene set enrichment analysis (GSEA). Expression of these genes was analyzed by multiplexed RT-qPCR to check the effect of miR-375 knockdown on these signaling pathways.

Results Complete knockdown of miR-375 expression by antagomiRs was only achieved by using nucleofection. This knockdown did not affect cell growth pattern, morphology, or proliferative capacity. miR-375 predicted target genes GO analysis revealed that Hippo signaling and focal adhesion-related genes were likely to be regulated by miR-375. GSEA of gene expression data of MCC cell lines further strengthened the regulation of Focal adhesion-related genes by miR-375. However, gene expression analysis revealed that miR-375 knockdown had only a limited effect on expression of these pathways related genes.

Conclusions Complete miR-375 knockdown did neither change cell viability, morphology, nor oncogenic signaling pathways; these observations render miR-375 unlikely as intracellular oncogene in MCC cells.",Copied,NA,2,0.903565365,keep,2027,0.664516129,0,0,0,0,0,23414,biorxiv,22/10/2019,FALSE,Highly expressed miR-375 is not an intracellular oncogene in Merkel cell polyomavirus-associated Merkel cell carcinoma,2,2116,34,5,0,cc_by_nc_nd,new results,cancer biology,"Fan, K.; Zebisch, A.; Horny, K.; Schrama, D.; Becker, J. C.",5,Juergen C. Becker,"Department of Translational Skin Cancer Research, University Hospital Essen; German Cancer Consortium (DKTK); German Cancer Research Center (DKFZ); Department o",NA,NA,NA,NA,NA,10.3390/cancers12030529,Highly Expressed miR-375 is not an Intracellular Oncogene in Merkel Cell Polyomavirus-Associated Merkel Cell Carcinoma,25/02/2020,Cancers,MDPI AG,126,TRUE,gold,TRUE
189,10.1101/815662,"Stromal collagen surrounding a solid tumor tends to present as dense, thick bundles. The collagen bundles are remodeled during tumor progression: first tangential to the tumor boundary (indicating growth) and later perpendicular to the tumor boundary (indicating likely metastasis). Current reconstituted-collagen in vitro tumor models are unable to recapitulate the in vivo structural features of collagen bundling and alignment. Here, we present a rapid yet simple procedure to fabricate collagen bundles with an average thickness of 9 m, compared to the reticular dense collagen nanofiber ([~]900 nm-diameter, on average) prepared using common protocols. The versatility of the collagen bundles was demonstrated with their incorporation into two in vitro models where the thickness and alignment of the collagen bundles resembled the various in vivo arrangements. First, collagen bundles aligned by a microfluidic device elicited cancer cell contact guidance and enhanced their directional migration. Second, the presence of the collagen bundles in a bio-inert agarose hydrogel was shown to provide a highway for cancer cell invasion. The unique structural features of the collagen bundles advance the physiological relevance of in vitro collagen-based tumor models for accurately capturing cancer cell-stroma interactions.",Copied,NA,0,0.612811388,keep,951,0.34519573,1,2,3,0,1,23445,biorxiv,22/10/2019,FALSE,Rapid fabrication of collagen bundles mimicking tumor-associated collagen signatures,1,5546,45,7,0,cc_no,new results,bioengineering,"Gong, X.; Kulwatno, J.; Mills, K.",3,Kristen Mills,Rensselaer Polytechnic Institute,1,PHRASE,Rensselaer Polytechnic Institute,United States,US,10.1016/j.actbio.2020.03.019,Rapid fabrication of collagen bundles mimicking tumor-associated collagen architectures,17/03/2020,Acta Biomaterialia,Elsevier BV,147,FALSE,closed,FALSE
190,10.1101/819037,"Molecular interactions at the cellular interface mediate organized assembly of single cells into tissues, and thus govern the development and physiology of multicellular organisms. Here, we developed a cell-type-specific, spatiotemporally-resolved approach to profile cell-surface proteomes in intact tissues. Quantitative profiling of cell-surface proteomes of Drosophila olfactory projection neurons (PNs) in pupae and adults revealed a global down-regulation of wiring molecules and an up-regulation of synaptic molecules in the transition from developing to mature PNs. A proteome-instructed in vivo screen identified 20 new cell-surface molecules regulating neural circuit assembly, many of which belong to evolutionarily conserved protein families not previously linked to neural development. Genetic analysis further revealed that the lipoprotein receptor LRP1 cell-autonomously controls PN dendrite targeting, contributing to the formation of a precise olfactory map. These findings highlight the power of temporally-resolved in situ cell-surface proteomic profiling in discovering new regulators of brain wiring.",Copied,NA,0,0.093357271,keep,70,0.031418312,0,2,1,0,1,23636,biorxiv,25/10/2019,FALSE,Cell-Surface Proteomic Profiling in the Fly Brain Uncovers New Wiring Regulators,1,8522,96,11,4,cc_by_nc_nd,new results,neuroscience,"Li, J.; Han, S.; Li, H.; Udeshi, N. D.; Svinkina, T.; Mani, D. R.; Xu, C.; Guajardo, R.; Xie, Q.; Li, T.; Luginbuhl, D. J.; Wu, B.; McLaughlin, C. N.; Xie, A.; Kaewsapsak, P.; Quake, S. R.; Carr, S. A.; Ting, A. Y.; Luo, L.",19,Liqun Luo,"Department of Biology, Howard Hughes Medical Institute, Stanford University, Stanford, CA 94305, USA",1,PHRASE,Howard Hughes Medical Institute,United States,US,10.1016/j.cell.2019.12.029,Cell-Surface Proteomic Profiling in the Fly Brain Uncovers Wiring Regulators,16/01/2020,Cell,Elsevier BV,83,FALSE,closed,FALSE
191,10.1101/819037,"Molecular interactions at the cellular interface mediate organized assembly of single cells into tissues, and thus govern the development and physiology of multicellular organisms. Here, we developed a cell-type-specific, spatiotemporally-resolved approach to profile cell-surface proteomes in intact tissues. Quantitative profiling of cell-surface proteomes of Drosophila olfactory projection neurons (PNs) in pupae and adults revealed a global down-regulation of wiring molecules and an up-regulation of synaptic molecules in the transition from developing to mature PNs. A proteome-instructed in vivo screen identified 20 new cell-surface molecules regulating neural circuit assembly, many of which belong to evolutionarily conserved protein families not previously linked to neural development. Genetic analysis further revealed that the lipoprotein receptor LRP1 cell-autonomously controls PN dendrite targeting, contributing to the formation of a precise olfactory map. These findings highlight the power of temporally-resolved in situ cell-surface proteomic profiling in discovering new regulators of brain wiring.",Copied,Exclude because this is a duplicate,0,0.09376402,exclude,NA,NA,0,2,1,0,1,23636,biorxiv,25/10/2019,FALSE,Cell-Surface Proteomic Profiling in the Fly Brain Uncovers New Wiring Regulators,1,8522,96,11,4,cc_by_nc_nd,new results,neuroscience,"Li, J.; Han, S.; Li, H.; Udeshi, N. D.; Svinkina, T.; Mani, D. R.; Xu, C.; Guajardo, R.; Xie, Q.; Li, T.; Luginbuhl, D. J.; Wu, B.; McLaughlin, C. N.; Xie, A.; Kaewsapsak, P.; Quake, S. R.; Carr, S. A.; Ting, A. Y.; Luo, L.",19,Liqun Luo,"Department of Biology, Howard Hughes Medical Institute, Stanford University, Stanford, CA 94305, USA",1,PHRASE,Howard Hughes Medical Institute,United States,US,10.1016/j.cell.2019.12.029,Cell-Surface Proteomic Profiling in the Fly Brain Uncovers Wiring Regulators,16/01/2020,Cell,Elsevier BV,83,FALSE,closed,FALSE
